sentence_id,token,tag
1876,führe,O
1876,die,O
1876,szene,O
1876,hallo,O
1876,aus,O
1877,schalte,O
1877,das,O
1877,gerät,O
1877,esszimmer eins,B
1877,aus,O
1878,schalte,O
1878,das,O
1878,gerät,O
1878,küche,O
1878,aus,O
1879,wie,O
1879,ist,O
1879,das,O
1879,wetter,O
1879,in,O
1879,emmen,O
1880,schalte,O
1880,das,O
1880,gerät,O
1880,esszimmer zwei,B
1880,aus,O
1881,schalte,O
1881,das,O
1881,gerät,O
1881,wohnzimmer,O
1881,aus,O
1882,schalte,O
1882,die,O
1882,geräte,O
1882,wohnzimmer eins bis vier,B
1882,aus,O
1883,schalte,O
1883,die,O
1883,geräte,O
1883,wohnzimmer,O
1883,aus,O
1884,schalte,O
1884,das,O
1884,gerät,O
1884,wohnzimmer eins,B
1884,ein,O
1885,srf eins,B
1886,schalte,O
1886,das,O
1886,gerät,O
1886,esszimmer eins,B
1886,ein,O
1887,marina,O
1887,anrufen,O
1888,ich,O
1888,will,O
1888,gotthard,O
1888,von,O
1888,spotify,O
1888,hören,O
1889,ich,O
1889,will,O
1889,musik,O
1889,von,O
1889,spotify,O
1889,hören,O
1890,schalte,O
1890,auf,O
1890,youtube,O
1891,srf eins,B
1892,eurosport,O
1893,eurosport eins,B
1894,ich,O
1894,möchte,O
1894,holiday,O
1894,playlist,O
1894,auf,O
1894,spotify,O
1894,hören,O
1895,rtl,O
1896,rtl,O
1897,rtl,O
1898,starte,O
1898,auf,O
1898,spotify,O
1898,holidays,O
1898,playlist,O
1899,starte,O
1899,musik,O
1899,auf,O
1899,spotify,O
1900,prosieben,O
1901,prosieben,O
1902,sat eins,B
1903,actionfilme,O
1903,actionfilme,O
1904,sat eins,B
1905,prosieben,O
1906,gehe,O
1906,zu,O
1906,rai eins,B
1907,bitte,O
1907,youtube,O
1908,srf zwei,B
1909,öffne,O
1909,netflix,O
1910,netflix,O
1911,schalte,O
1911,auf,O
1911,srf zwei,B
1912,schalte,O
1912,auf,O
1912,sf zwei,B
1913,sf zwei,B
1914,schalte,O
1914,auf,O
1914,prosieben,O
1915,schalte,O
1915,auf,O
1915,kinderkanal,O
1916,schalte,O
1916,auf,O
1916,srf drei,B
1917,gehe,O
1917,zu,O
1917,teleclub,O
1917,zoom,O
1918,gehe,O
1918,zu,O
1918,teleclub,O
1918,zoom,O
1919,was,O
1919,ist,O
1919,heute,O
1919,für,O
1919,wetter,O
1919,in,O
1919,basel,O
1920,schalte,O
1920,auf,O
1920,kinderkanal,O
1921,schalte,O
1921,auf,O
1921,rtl,O
1921,um,O
1922,schalte,O
1922,auf,O
1922,kika,O
1923,schalte,O
1923,auf,O
1923,rtl,O
1923,um,O
1924,schalte,O
1924,auf,O
1924,netflix,O
1925,zurück,O
1925,auf,O
1925,rtl,O
1926,schalte,O
1926,auf,O
1926,rtl,O
1926,um,O
1927,spotify,O
1928,hey,O
1928,swisscom spiele,B
1928,fm eins,B
1929,suche,O
1929,porno,O
1930,schalte,O
1930,den,O
1930,fernseher,O
1930,auf,O
1930,dem,O
1930,ertsen,O
1930,ersten,O
1930,kanal,O
1930,ein,O
1931,hey,O
1931,swisscom,O
1931,rtl,O
1932,rtl,O
1933,hey,O
1933,swisscom,O
1933,prosieben,O
1934,hey,O
1934,swisscom,O
1934,prosieben,O
1935,öffne,O
1935,netflix,O
1936,auf,O
1936,rtl,O
1936,plus,O
1937,orf zwei,B
1938,auf,O
1938,rtl,O
1938,plus,O
1939,wetter,O
1939,von,O
1939,solothurn,O
1940,wetter,O
1940,von,O
1940,bern,O
1941,wechsle,O
1941,auf,O
1941,srf eins,B
1942,srf,O
1943,gerät,O
1943,büro,O
1943,aus,O
1944,wechsle,O
1944,zu,O
1944,tele m eins,B
1945,super,O
1945,rtl,O
1946,telefonleuchte,O
1946,ausschalten,O
1947,swisscom srf eins,B
1948,rtl zwei,B
1949,suche,O
1949,feivel,O
1950,schalte,O
1950,auf,O
1950,orf zwei,B
1951,kanal fünf,B
1952,hi,O
1952,swisscom,O
1952,bitte,O
1952,santa,O
1952,clause,O
1952,filme,O
1953,zeig,O
1953,mir,O
1953,rtl,O
1954,swisscom,O
1954,mach,O
1954,mal,O
1954,prosieben,O
1955,weihnachtsfilme,O
1955,anzeigen,O
1956,radio,O
1956,pilatus,O
1957,radio,O
1957,pilatus,O
1958,drs drei,B
1959,mach,O
1959,monsieur,O
1959,claude,O
1959,und,O
1959,seine,O
1959,töchter,O
1960,zdf,O
1960,neo,O
1961,hey,B
1961,swisscom srf eins,B
1962,wechseln,O
1962,zu,O
1962,vox,O
1963,wechseln,O
1963,zu,O
1963,ard,O
1964,ard,O
1965,kanal eins,B
1966,kanal eins,B
1967,wechseln,O
1967,zu,O
1967,rtl,O
1968,telebasel,O
1969,kanal zwei,B
1970,rtl,O
1971,rtl,O
1972,schalte,O
1972,netflix,O
1972,ein,O
1973,rtl,O
1974,tv,O
1974,guide,O
1975,rtl,O
1976,aufnahmen,O
1977,gehe,O
1977,zu,O
1977,drei sat zwanzig uhr,B
1978,mach,O
1978,licht,O
1979,zdf,O
1980,gibt,O
1980,es,O
1980,heute,O
1980,einen,O
1980,james,O
1980,bond,O
1980,im,O
1980,fernsehen,O
1981,einen,O
1981,guten,O
1981,krimi,O
1982,wechseln,O
1982,zu,O
1982,sky,O
1983,wechsle,O
1983,auf,O
1983,zdf,O
1984,mdr,O
1985,hey,O
1985,swisscom,O
1985,bitte,O
1985,rtl,O
1986,geh,O
1986,auf,O
1986,youtube,O
1987,geh,O
1987,zu,O
1987,mdr,O
1988,mdr,O
1989,dreissig,O
1989,sekunden,O
1989,zurück,O
1990,rtl,O
1990,abspielen,O
1991,sender neunzehn,B
1992,sender neunzehn,B
1993,sender neunzehn,B
1994,srf zwei,B
1995,super,O
1995,rtl,O
1996,rtl,O
1997,kika,O
1998,rtl,O
1999,kika,O
2000,wilsberg,O
2000,anschauen,O
2001,licht,O
2001,ausschalten,O
2001,bitte,O
2002,starte,O
2002,netflix,O
2003,wohnzimmer,O
2003,licht,O
2003,aus,O
2004,licht,O
2004,aus,O
2005,wohnzimmer,O
2005,licht,O
2005,einschalten,O
2006,zdf,O
2007,drei hundert sekunden,B
2007,vor,O
2008,zdf,O
2009,zdf,O
2010,zdf,O
2011,schalte,O
2011,zdf,O
2011,ein,O
2012,wechsle,O
2012,zu,O
2012,teleclub,O
2012,zoom,O
2013,netflix,O
2014,dreissig,O
2014,sekunden,O
2014,vor,O
2015,dreissig,O
2015,sekunden,O
2015,vor,O
2016,dreissig,O
2016,sekunden,O
2016,vorspulen,O
2017,gehe,O
2017,zu,O
2017,zdf,O
2018,wie,O
2018,ist,O
2018,das,O
2018,wetter,O
2018,in,O
2018,ebikon,O
2019,schalte,O
2019,die,O
2019,lampe,O
2019,ein,O
2020,schalte,O
2020,das,O
2020,gerät,O
2020,esszimmer eins,B
2020,ein,O
2021,aufnahmen,O
2022,swisscom,O
2022,geh,O
2022,auf,O
2022,youtube,O
2023,teleclub,O
2024,tagesschau,O
2024,srf,O
2024,suchen,O
2025,youtube,O
2026,suche,O
2026,den,O
2026,film,O
2026,gamer,O
2027,hey,O
2027,swisscom,O
2027,rtl,O
2028,öffne,O
2028,youtube,O
2029,schalte,O
2029,das,O
2029,gerät,O
2029,licht,O
2029,aus,O
2030,youtube,O
2031,netflix,O
2032,srf zwei,B
2033,hey,O
2033,swisscom,O
2033,rtl,O
2034,zeig,O
2034,uns,O
2034,ein,O
2034,liebesfilm,O
2035,hey,O
2035,swisscom,O
2035,rtl,O
2036,szene,O
2036,essen,O
2037,szene,O
2037,heimkommen,O
2038,hey,O
2038,swisscom,O
2038,schalte,O
2038,prosieben,O
2038,ein,O
2039,gehe,O
2039,auf,O
2039,nickelodeon,O
2040,schalte,O
2040,zu,O
2040,br,O
2041,auf,O
2041,nickelodeon,O
2042,gehe,O
2042,auf,O
2042,srf zwei,B
2043,zeig,O
2043,mir,O
2043,puls acht,B
2044,licht,O
2044,ein,O
2045,prosieben,O
2046,prosieben,O
2046,maxx,O
2047,dmax,O
2048,aufnahmen,O
2049,radio,O
2049,pilatus,O
2050,aufnahmen,O
2051,geh,O
2051,auf,O
2051,netflix,O
2052,radio,O
2053,hey,O
2053,swisscom,O
2053,geh,O
2053,auf,O
2053,netflix,O
2054,wetterbericht,O
2054,in,O
2054,sankt,O
2054,gallen,O
2055,auf,O
2055,wetterbericht,O
2055,in,O
2055,sankt,O
2055,gallen,O
2056,orf eins,B
2057,srf eins,B
2058,rtl,O
2059,licht,O
2059,aus,O
2060,sender eins,B
2061,zehn,O
2061,sekunden,B
2061,zurück,O
2062,dreissig,O
2062,sekunden,O
2062,zurück,O
2063,zwanzig sekunden zurück,B
2064,zehn,O
2064,sekunden,B
2064,zurück,O
2065,dreissig,O
2065,sekunden,O
2065,zurück,O
2066,zwanzig sekunden zurück,B
2067,aufnahmen,O
2068,tennis,O
2069,hey,O
2069,swisscom,O
2069,youtube,O
2070,super,O
2070,rtl,O
2071,auf,O
2071,eurosport,O
2072,super,O
2072,rtl,O
2073,radio,O
2074,stelle,O
2074,den,O
2074,radio,O
2074,ein,O
2075,radio,O
2076,radio,O
2077,schalte,O
2077,auf,O
2077,radio,O
2078,musik,O
2079,schalte,O
2079,auf,O
2079,radio,O
2079,vierundzwanzig,B
2080,rtl zwei,B
2080,bitte,O
2081,schalte,O
2081,mir,O
2081,auf,O
2081,sechsundneunzig,B
2082,ist,O
2082,das,O
2082,wetter,O
2082,heute,O
2082,in,O
2082,wetzikon,O
2083,nickelodeon,O
2084,bitte,O
2084,öffne,O
2084,die,O
2084,app,O
2084,deezer,O
2085,gehe,O
2085,bitte,O
2085,auf,O
2085,die,O
2085,apps,O
2086,bitte,O
2086,gehe,O
2086,zu,O
2086,apps,O
2087,radio,O
2087,luna,O
2088,gehen,O
2088,sie,O
2088,bitte,O
2088,zu,O
2088,den,O
2088,apps,O
2089,nick,O
2089,schweiz,O
2090,suche,O
2090,one,O
2090,last,O
2090,christmas,O
2091,geh,O
2091,zu,O
2091,rtl,O
2091,nitro,O
2092,öffne,O
2092,prosieben,O
2093,suche,O
2093,simpsons,O
2094,radio,O
2094,pilatus,O
2094,einschalten,O
2095,wie,O
2095,ist,O
2095,das,O
2095,wetter,O
2095,in,O
2095,luzern,O
2095,heute,O
2096,fm,O
2096,paradise,O
2097,netflix,O
2098,schalte,O
2098,das,O
2098,gerät,O
2098,deckenlampe,O
2098,aus,O
2099,radio,O
2099,eviva,O
2100,suche,O
2100,familie,O
2100,doktor,O
2100,kleist,O
2101,srf eins,B
2102,zdf,O
2103,aufnahmen,O
2104,zu,O
2104,aufnahmen,O
2105,radio,O
2105,pilatus,O
2105,hören,O
2106,srf eins,B
2107,srf eins,B
2108,hey,O
2108,swisscom,O
2108,radio,O
2108,bitte,O
2109,zeig,O
2109,mir,O
2109,meine,O
2109,fotos,O
2109,auf,O
2109,mycloud,O
2110,srf eins,B
2111,srf eins,B
2112,rufe,O
2112,linus,O
2112,mobile,O
2112,an,O
2113,öffne,O
2113,spotify,O
2114,dreissig,O
2114,sekunden,O
2114,zurück,O
2115,spiel,O
2115,i,O
2115,want,O
2115,to,O
2115,break,O
2115,free,O
2115,auf,O
2115,spotify,O
2116,starte,O
2116,spotify,O
2117,spiele,O
2117,i,O
2117,want,O
2117,to,O
2117,break,O
2117,free,O
2117,auf,O
2117,spotify,O
2118,prosieben,O
2118,einschalten,O
2119,prosieben,O
2119,einschalten,O
2120,geh,O
2120,zu,O
2120,radio,O
2120,energy,O
2121,srf zwei,B
2122,srf zwei,B
2123,hey,O
2123,swisscom,O
2123,rtl,O
2124,hey,O
2124,swisscom,O
2124,suche,O
2124,einen,O
2124,weihnachtstfilm,O
2125,schalte,O
2125,auf,O
2125,vision,O
2125,tv,O
2126,schalte,O
2126,auf,O
2126,vision,O
2126,tv,O
2127,schalte,O
2127,auf,O
2127,super,O
2127,rtl,O
2128,zdf,O
2128,bitte,O
2129,rtl,O
2130,rtl,O
2131,sat eins,B
2132,bibel,O
2132,tv,O
2133,hey,O
2133,swisscom,O
2133,youtube,O
2133,einschalten,O
2134,teleclub,O
2134,zoom,O
2135,spiele,O
2135,srf eins,B
2136,rtl,O
2136,einschalten,O
2137,spotify,O
2137,einschalten,O
2138,wechsle,O
2138,kanal srf eins,B
2139,wie,O
2139,wird,O
2139,das,O
2139,wetter,O
2139,in,O
2139,zürich,O
2140,zeig,O
2140,mir,O
2140,spotify,O
2141,schalten,O
2141,sie,O
2141,bitte,O
2141,auf,O
2141,kanal fünfundfünfzig,B
2142,netflix,O
2143,nickelodeon,O
2144,radio,O
2144,einschalten,O
2145,zdf,O
2146,gehe,O
2146,auf,O
2146,youtube,O
2147,youtube,O
2148,auf,O
2148,spiele,O
2149,schalte,O
2149,auf,O
2149,prosieben,O
2150,radio,O
2151,umschalten,O
2151,auf,O
2151,eurosport eins,B
2152,geh,O
2152,zu,O
2152,srf zwei,B
2153,spotify,O
2154,tv,O
2154,guide,O
2155,mach,O
2155,mir,O
2155,spotify,O
2155,an,O
2156,radio,O
2156,top,O
2157,radio,O
2157,top,O
2158,zeig,O
2158,mir,O
2158,rtl,O
2159,radio,O
2159,bern,O
2160,wie,O
2160,wird,O
2160,das,O
2160,wetter,O
2160,heute,O
2160,in,O
2160,kriens,O
2161,radio,O
2161,bern,O
2162,telezüri,O
2163,wetter,O
2163,für,O
2163,oberdorf,O
2164,rtl zwei,B
2165,schalte,O
2165,das,O
2165,gerät,O
2165,deckenlampe,O
2165,aus,O
2166,geh,O
2166,auf,O
2166,srf zwei,B
2167,deckenlampe,O
2167,das,O
2167,schalte,O
2167,das,O
2167,gerät,O
2167,deckenlampe,O
2167,ein,O
2168,öffne,O
2168,youtube,O
2169,radio zweiunddreissig,B
2170,schalte,O
2170,radio,O
2170,ein,O
2171,prosieben,O
2172,netflix,O
2172,öffnen,O
2172,sons,O
2172,of,O
2172,anarchy,O
2173,srf eins,B
2174,youtube,O
2175,zeig,O
2175,mir,O
2175,einen,O
2175,liebesfilm,O
2176,youtube,O
2177,srf zwei,B
2178,spule fünfzehn sekunden zurück,B
2179,radio,O
2180,szene,O
2180,tag,O
2180,einstellen,O
2181,netflix,O
2182,bitte,O
2182,was,O
2182,auf,O
2182,netflix,O
2183,radio,O
2184,netflix,O
2185,spiele,O
2185,radio,O
2186,hey,B
2186,swisscom wähle srf drei,B
2187,stehlampe,O
2187,ausschalten,O
2188,hey,O
2188,swisscom srf zwei,B
2189,hey,O
2189,swisscom,O
2189,tele,O
2189,züri,O
2190,ich,O
2190,möchte,O
2190,radio,O
2190,bern,O
2190,hören,O
2191,stehlampe,O
2191,ein,O
2192,wechsle,O
2192,zu,O
2192,srf zwei,B
2193,smart,O
2193,lampe,O
2193,ausschalten,O
2194,smart,O
2194,tv,O
2194,lampe,O
2194,einschalten,O
2195,schalte,O
2195,das,O
2195,gerät,O
2195,deckenlampe,O
2195,ein,O
2196,schalte,O
2196,das,O
2196,gerät,O
2196,deckenlampe,O
2196,aus,O
2197,zdf,O
2198,radio,O
2198,pilatus,O
2199,srf drei,B
2200,smart,O
2200,beleuchtung,O
2200,einschalten,O
2201,youtube,O
2202,youtube,O
2203,youtube,O
2204,netflix,O
2205,schalte,O
2205,das,O
2205,gerät,O
2205,deckenlampe,O
2205,aus,O
2206,radio,O
2206,swiss,O
2206,pop,O
2207,srf eins,B
2208,schalte,O
2208,auf,O
2208,radio,O
2209,srf eins tv,B
2210,hey,O
2210,swisscom,O
2210,öffne,O
2210,youtube,O
2211,youtube,O
2212,hey,O
2212,swisscom tele eins,B
2213,schalte,O
2213,auf,O
2213,srf eins,B
2214,srf zwei,B
2215,rtl,O
2216,wie,O
2216,ist,O
2216,das,O
2216,wetter,O
2216,heute,O
2216,in,O
2216,zürich,O
2217,netflix,O
2218,hey,O
2218,swisscom,O
2218,wechsle,O
2218,auf,O
2218,disney plus,B
2219,hey,O
2219,swisscom,B
2219,schalte,O
2219,disney plus,B
2219,ein,O
2220,horror,O
2220,film,O
2221,hey,O
2221,swisscom,O
2221,suche,O
2221,criminal,O
2221,minds,O
2222,rtl,O
2223,super,O
2223,rtl,O
2224,zdf,O
2225,hey,O
2225,swisscom,O
2225,suche,O
2225,die,O
2225,serie,O
2225,spongebob,O
2225,schwammkopf,O
2226,zeig,O
2226,mir,O
2226,aufnahmen,O
2227,gehe,O
2227,auf,O
2227,youtube,O
2228,netflix,O
2229,home,O
2230,suche,O
2230,den,O
2230,film,O
2230,avatar,O
2231,kanal fünfzehn,B
2232,kanal zwölf,B
2233,zwölf,O
2233,bitte,O
2234,teleclub,O
2235,kanal zwölf,B
2236,aufnahme,O
2236,bitte,O
2237,zeige,O
2237,aufnahmen,O
2238,zdf,O
2239,rai,O
2239,uno,O
2240,zeig,O
2240,erotik,O
2241,teleclub,O
2242,teleclub,O
2243,zeig,O
2243,harry,O
2243,potter,O
2244,zeige,O
2244,erotikfilm,O
2245,bitte,O
2245,kanal zwölf,B
2246,rtl,O
2247,zdf,O
2248,zdf,O
2249,schalt,O
2249,kanal siebenundsiebzig,B
2249,ein,O
2250,radio zweiunddreissig,B
2251,kabel eins,B
2252,mycloud,O
2252,fotos,O
2252,anzeigen,O
2253,radio zweiunddreissig,B
2254,mycloud,O
2254,fotos,O
2254,zeigen,O
2255,myc,O
2255,mycloud,O
2255,fotos,O
2255,anzeigen,O
2256,hey,O
2256,swisscom,O
2256,heute,O
2256,möchte,O
2256,ich,O
2256,boxen,O
2256,anschauen,O
2257,d,O
2257,max,O
2258,d,O
2258,max,O
2259,schalte,O
2259,auf,O
2259,d,O
2259,max,O
2260,schalte,O
2260,kanal zwanzig,B
2261,hey,O
2261,swisscom,O
2261,suche,O
2261,doku,O
2261,suche,O
2261,doku,O
2262,dokumentation,O
2263,dokumentation,O
2264,dokumentation,O
2265,rai,O
2265,uno,O
2266,doku,O
2267,rtl,O
2268,rai,O
2268,uno,O
2269,rai drei,B
2270,rtl,O
2271,zdf eins,B
2272,canale fünf,B
2273,krimi,O
2274,liebesromanze,O
2275,orf eins,B
2276,liebesfilm,O
2277,srf eins,B
2278,geh,O
2278,zu,O
2278,rtl,O
2279,suche,O
2279,two,O
2279,and,O
2279,a,O
2279,half,O
2279,men,O
2280,schalte,O
2280,auf,O
2280,energy,O
2280,bern,O
2281,energy,O
2281,bern,O
2282,srf eins,B
2283,suche,O
2283,minions,O
2284,licht,O
2284,aus,O
2285,schalte,O
2285,licht,O
2285,wohnzimmer,O
2285,aus,O
2286,schalte,O
2286,auf,O
2286,rtl,O
2286,crime,O
2287,schalte,O
2287,licht,O
2287,wohnzimmer,O
2287,aus,O
2288,wie,O
2288,ist,O
2288,das,O
2288,wetter,O
2288,in,O
2288,luzern,O
2289,wechsle,O
2289,auf,O
2289,rtl,O
2290,schalte,O
2290,auf,O
2290,rtl zwei,B
2291,geh,O
2291,zu,O
2291,rtl,O
2292,zdf,O
2293,suche,O
2293,john wyck zwei,B
2294,hey,O
2294,swisscom,O
2294,youtube,O
2295,suche,O
2295,die,O
2295,wildgänse,O
2295,kommen,O
2296,wie,O
2296,ist,O
2296,das,O
2296,wetter,O
2296,in,O
2296,luzern,O
2297,hey,B
2297,swisscom srf eins,B
2298,hey,O
2298,swisscom,O
2298,öffne,O
2298,netflix,O
2299,ja,O
2299,rtl,O
2299,bitte,O
2300,bitte,O
2300,siri,O
2300,vai,O
2300,vox,O
2301,ich,O
2301,will,O
2301,jetzt,O
2301,fussball,O
2301,schauen,O
2302,suche,O
2302,medical,O
2302,detectives,O
2303,hey,O
2303,swisscom,O
2303,james,O
2303,bond,O
2304,netflix,O
2304,abspielen,O
2305,rtr,O
2306,zurück,O
2306,zu,O
2306,srf eins,B
2307,geh,O
2307,zu,O
2307,sat eins,B
2308,schalte,O
2308,auf,O
2308,srf zwei,B
2309,oi,O
2309,swisscom,O
2309,krimi,O
2310,ard,O
2311,ard,O
2312,zeig,O
2312,mir,O
2312,prosieben,O
2313,suche,O
2313,achtung,O
2313,kontrolle,O
2314,hey,O
2314,swisscom,B
2314,schalte,O
2314,auf,O
2314,sat eins,B
2315,weihnachtsfilm,O
2316,gerät,O
2316,bürolampe,O
2316,einschalten,O
2317,hey,O
2317,swisscom,O
2317,suche,O
2317,lost,O
2318,zeig,O
2318,mir,O
2318,sfr zwei,B
2319,netflix,O
2320,wetterbericht,O
2320,mitlödi,O
2320,dienstag,O
2321,gehe,O
2321,zu,O
2321,srf zwei,B
2322,gehe,O
2322,zu,O
2322,srf zwei,B
2323,wetterbericht,O
2323,mitlödi,O
2323,donnerstag,O
2324,ich,O
2324,will,O
2324,lost,O
2324,schauen,O
2325,hey,O
2325,swisscom,O
2325,netflix,O
2325,einschalten,O
2326,schalt,O
2326,dmaxx,O
2326,ein,O
2327,rtl,O
2328,geh,O
2328,zu,O
2328,rtl,O
2329,dmax,O
2330,zeige,O
2330,mir,O
2330,grip,O
2331,dmaxx,O
2332,schalte,O
2332,radio,O
2332,argovia,O
2332,ein,O
2333,radio,O
2334,geh,O
2334,auf,O
2334,rtl,O
2335,schalte,O
2335,radio,O
2335,argovia,O
2335,ein,O
2336,spiele,O
2336,radio,O
2336,argovia,O
2337,zeige,O
2337,mir,O
2337,james,O
2337,bond,O
2338,tv,O
2338,guide,O
2339,srf eins,B
2340,sender,O
2340,cw,O
2341,rtl,O
2342,schalte,O
2342,philips,O
2342,hue,O
2342,aus,O
2343,sat eins,B
2344,schalte,O
2344,auf,O
2344,srf,O
2345,srf eins,B
2346,hey,O
2346,swisscom geh,B
2346,zu,O
2346,srf zwei,B
2347,gehe,O
2347,auf,O
2347,radio,O
2348,wechsle,O
2348,zu,O
2348,srf eins,B
2349,hey,O
2349,swisscom,O
2349,zeig,O
2349,mir,O
2349,meist,O
2349,geschaute,O
2349,filme,O
2350,schalte,O
2350,bei,O
2350,rtl,O
2350,bitte,O
2351,hey,O
2351,swisscom geh,B
2351,zu,O
2351,srf eins,B
2352,srf eins,B
2353,schalte,O
2353,auf,O
2353,tv,O
2353,guide,O
2354,wechsle,O
2354,zu,O
2354,srf eins,B
2355,spiele,O
2355,ramazzotti,O
2355,auf,O
2355,spotify,O
2356,sport,O
2357,srf zwei,B
2358,srf eins,B
2359,youtube,O
2360,rtl,O
2361,hey,B
2361,swisscom suche,B
2361,null null sieben,B
2362,netflix,O
2363,hey,O
2363,swisscom,O
2363,öffne,O
2363,youtube,O
2364,hey,O
2364,swisscom,O
2364,suche,O
2364,james,O
2364,bond,O
2365,schalte,O
2365,gerät,O
2365,gäste,O
2365,rechts,O
2365,ein,O
2366,hey,O
2366,swisscom,O
2366,netflix,O
2367,zeige,O
2367,mir,O
2367,krimis,O
2368,zeige,O
2368,mir,O
2368,kinderfilme,O
2369,srf eins,B
2369,umschalten,O
2370,suche,O
2370,james,O
2370,bond,O
2371,gehe,O
2371,zu,O
2371,telebärn,O
2372,hey,B
2372,swisscom,B
2372,zeige,O
2372,mir,O
2372,den,O
2372,film,O
2372,iron man zwei,B
2373,suche,O
2373,shaun,O
2373,das,O
2373,schaf,O
2374,gehe,O
2374,zu,O
2374,telebärn,O
2375,schalte,O
2375,auf,O
2375,sf eins,B
2376,wie,O
2376,ist,O
2376,das,O
2376,wetter,O
2376,in,O
2376,engelberg,O
2377,hey,O
2377,swisscom,O
2377,das,O
2377,wetter,O
2377,in,O
2377,gelterkinden,O
2378,schalte,O
2378,auf,O
2378,sf zwei,B
2379,rtl,O
2380,szene,O
2380,hell,O
2380,ausführen,O
2381,schweiz eins srf eins,B
2382,hey,O
2382,swisscom,B
2382,schalte,O
2382,auf,O
2382,drei plus,B
2383,hey,O
2383,swisscom,O
2383,schalte,O
2383,auf,O
2383,dmaxx,O
2384,hey,O
2384,swisscom,O
2384,schalte,O
2384,auf,O
2384,dmax,O
2385,srf eins,B
2386,net,O
2386,flix,O
2387,suche,O
2387,interstellar,O
2388,hey,O
2388,swisscom,O
2388,zdf,O
2389,zeig,O
2389,mir,O
2389,senorita,O
2390,hey,O
2390,swisscom,O
2390,ich,O
2390,hätte,O
2390,gern,O
2390,youtube,O
2390,von,O
2390,david,O
2390,garrett,O
2391,öffne,O
2391,youtube,O
2392,wechsle,O
2392,auf,O
2392,teleclub,O
2392,sport,O
2393,srf zwei,B
2394,ard,O
2395,gerät,O
2395,zwei,O
2395,stubenlampen,O
2395,einschalten,O
2396,ard,O
2397,szene,O
2397,wohnung,O
2397,ein,O
2398,gerät,O
2398,zwei,O
2398,stubenlampen,O
2398,einschalten,O
2399,gerät,O
2399,zwei,O
2399,wohnzimmerlampen,O
2399,einschalten,O
2400,srf eins,B
2401,srf eins,B
2402,hey,O
2402,swisscom srf zwei,B
2403,einschalten,O
2403,icloud,O
2404,srf zwei,B
2405,zeig,O
2405,mir,O
2405,dmax,O
2406,zeige,O
2406,mir,O
2406,zdf,O
2407,wechsle,O
2407,zu,O
2407,srf eins,B
2408,wegsle,O
2408,zu,O
2408,srf zwei,B
2409,bitte,O
2409,dmax,O
2410,prosieben,O
2410,wechseln,O
2411,bitte,O
2411,auf,O
2411,prosieben,O
2411,wechseln,O
2412,radio,O
2413,prosieben,O
2414,öffne,O
2414,netflix,O
2415,wie,O
2415,ist,O
2415,das,O
2415,wetter,O
2415,in,O
2415,luzern,O
2416,spiel,O
2416,prosieben,O
2417,öffne,O
2417,tv,O
2417,guide,O
2418,wie,O
2418,ist,O
2418,das,O
2418,wetter,O
2418,morgen,O
2418,in,O
2418,venedig,O
2419,zehn,O
2419,sekunden,O
2419,zurückspulen,O
2420,srf eins,B
2421,srf zwei,B
2422,kanal drei,B
2423,kanal vier,B
2424,kanal vier,B
2425,zeichentrickfilme,O
2426,die,O
2426,stehlampe,O
2426,einschalten,O
2427,schalte,O
2427,auf,O
2427,srf zwei,B
2428,hey,O
2428,swisscom,O
2428,geh,O
2428,auf,O
2428,netflix,O
2429,mach,O
2429,licht,O
2429,an,O
2430,hey,O
2430,swisscom,O
2430,geh,O
2430,auf,O
2430,netflix,O
2431,hey,O
2431,swisscom,O
2431,geh,O
2431,auf,O
2431,netflix,O
2432,auf,O
2432,netflix,O
2432,auf,O
2432,netflix,O
2433,schalte,O
2433,auf,O
2433,rtl,O
2434,srf eins,B
2435,schalte,O
2435,auf,O
2435,rtl,O
2436,netflix,O
2437,srf zwei,B
2438,srf,O
2438,info,O
2439,schalt,O
2439,fünf hundert sekunden,B
2439,vor,O
2440,serien,O
2440,abspielen,O
2441,zeig,O
2441,mir,O
2441,simpsons,O
2442,zeig,O
2442,uns,O
2442,einen,O
2442,liebesfilm,O
2443,hey,O
2443,swisscom,O
2443,mach,O
2443,das,O
2443,licht,O
2443,an,O
2444,gerät,O
2444,bürolampe,O
2444,ausschalten,O
2445,hey,O
2445,swisscom,O
2445,licht,O
2445,aus,O
2446,mach,O
2446,das,O
2446,licht,O
2446,aus,O
2447,spiel,O
2447,mtv,O
2448,schalte,O
2448,auf,O
2448,mtv,O
2449,sat,O
2449,gol,O
2450,sat,O
2450,gold,O
2451,spiele,O
2451,radio vierundzwanzig,B
2452,öffne,O
2452,netflix,O
2453,srf eins,B
2453,schauen,O
2454,prosieben,O
2455,hey,O
2455,swisscom programm eins,B
2455,schauen,O
2456,radio,O
2457,schweiz zwei,B
2458,bitte,O
2458,geh,O
2458,zu,O
2458,youtube,O
2459,telebärn,O
2460,hey,O
2460,swisscom,O
2460,zeige,O
2460,mir,O
2460,einen,O
2460,liebesfilm,O
2461,srf eins,B
2462,schalte,O
2462,auf,O
2462,prosieben,O
2462,maxx,O
2463,netflix,O
2464,hey,O
2464,swisscom,O
2464,rtl,O
2465,suche,O
2465,battleship,O
2466,suche,O
2466,battleship,O
2467,suche,O
